human_gene_name,mouse_gene_name,zou_annotation,zygote,twoC,fourC,eightC,ICM,E8,L4i,WT_mESC,PARPKO_mESC
SYK,Syk,hESC,-0.587786159,-0.587786159,-0.587786159,0.030829896,1.732528581,-0.710617306,0.710617306,-0.685760837,0.685760837
MRPL10,Mrpl10,hESC,-0.38039878,-0.521020404,-0.44569439,-0.460579076,1.807692649,-0.70913556,0.70913556,-0.849028215,0.849028215
KLF7,Klf7,hESC,-0.090782932,-0.334322155,1.388328702,-0.931806933,-0.031416681,-0.707782738,0.707782738,-0.888922208,0.888922208
STXBP4,Stxbp4,hESC,0.086004636,-0.521656364,-0.827800666,0.714418302,0.549034092,-0.706838579,0.706838579,-0.810360464,0.810360464
COX8A,Cox8a,hESC,-0.550132699,-0.545387513,-0.659757032,-0.024200633,1.779477876,-0.706062318,0.706062318,0.725716429,-0.725716429
PXMP2,Pxmp2,hESC,-0.672845684,-0.106374367,-0.479597598,-0.537815808,1.796633456,-0.705843896,0.705843896,-0.664997782,0.664997782
CNPY2,Cnpy2,hESC,-0.425223962,-0.425223962,-0.425223962,-0.126903495,1.402575382,-0.703621306,0.703621306,0.874924098,-0.874924098
PARP1,Parp1,hESC,-0.25522261,-0.128689105,0.424587203,-1.351629273,1.310953784,-0.703375136,0.703375136,0.910392075,-0.910392075
KCNQ2,Kcnq2,hESC,-0.432659467,-0.465550508,0.115113998,-0.63165111,1.414747087,-0.702069958,0.702069958,0.867219599,-0.867219599
ARRB2,Arrb2,hESC,-0.271913427,-0.827395024,0.5392503,-0.233813385,0.793871536,-0.701613794,0.701613794,-0.907835528,0.907835528
SERPINI1,Serpini1,hESC,-0.407838324,0.618904734,0.192779492,-0.101528522,-0.30231738,-0.701079186,0.701079186,-0.903595842,0.903595842
COA4,Coa4,hESC,-0.600036559,-0.448983232,-0.59195999,-0.167301214,1.808280994,-0.697977307,0.697977307,0.863678776,-0.863678776
AUP1,Aup1,hESC,-0.481460262,-0.41702579,-0.512760599,-0.443103797,1.854350448,-0.695756672,0.695756672,0.690079219,-0.690079219
SKIL,Skil,hESC,-0.142601339,-0.893446424,-0.421295809,0.30687226,1.150471313,-0.695640044,0.695640044,-0.887752363,0.887752363
MRFAP1L1,Mrfap1,hESC,-0.317870959,-0.678901372,-1.045253753,0.916700017,1.125326067,-0.694211445,0.694211445,0.427699267,-0.427699267
SFN,Sfn,hESC,-0.474244699,-0.474244699,0.689923445,-0.474244699,0.732810651,-0.694050828,0.694050828,-0.870739255,0.870739255
CDCP1,Cdcp1,hESC,-0.358070627,-0.294650449,-0.449363,-0.449363,1.551447077,-0.69253868,0.69253868,-0.912029525,0.912029525
PPAN,Ppan,hESC,-0.502380519,-0.277709109,-0.346752135,1.442995815,-0.316154053,-0.692403416,0.692403416,0.847804144,-0.847804144
PHF19,Phf19,hESC,-0.790017654,-0.631218298,0.05720157,-0.277256342,1.641290723,-0.688978427,0.688978427,-0.795332393,0.795332393
FAH,Fah,hESC,-0.950862942,-0.950862942,1.015933481,-0.03590404,0.921696442,-0.688457158,0.688457158,0.835318688,-0.835318688
THEMIS2,Themis2,hESC,-0.423134427,-0.643279037,-0.643279037,0.720247251,0.98944525,-0.68804317,0.68804317,-0.881066003,0.881066003
PLP2,Plp2,hESC,-0.418055474,-0.418055474,-0.418055474,-0.418055474,1.672221896,-0.687846652,0.687846652,0.91110292,-0.91110292
VAT1L,Vat1l,hESC,-0.25897453,1.595665996,-0.445563822,-0.445563822,-0.445563822,-0.684876636,0.684876636,-0.909338986,0.909338986
BCL11A,Bcl11a,hESC,-1.285762707,-0.739890094,0.502137077,1.094570564,0.42894516,-0.683734525,0.683734525,-0.784233534,0.784233534
MINPP1,Minpp1,hESC,-0.19397996,-0.845437529,-0.480499447,1.261624518,0.258292419,-0.68370647,0.68370647,-0.623139191,0.623139191
KRT19,Krt19,hESC,-0.439710035,-0.436321717,-0.42451901,-0.40432819,1.704878952,-0.682768272,0.682768272,-0.887965763,0.887965763
P4HA2,P4ha2,hESC,0.007050751,-0.233098269,-0.775764995,-0.672241941,1.674054454,-0.682706463,0.682706463,-0.733469525,0.733469525
CCT6A,Cct6a,hESC,-0.517243082,-0.519359022,-0.511728238,-0.246345768,1.794676111,-0.682621458,0.682621458,0.847054805,-0.847054805
ISG15,Isg15,hESC,-0.607217889,-0.607217889,-0.607217889,0.572876822,1.248776847,-0.682575805,0.682575805,-0.780421793,0.780421793
DERL2,Derl2,hESC,-0.61572786,-0.608496893,-0.639457561,0.201114914,1.6625674,-0.682012795,0.682012795,-0.763500272,0.763500272
PRDX3,Prdx3,hESC,0.46483117,0.108752453,-0.567714105,-1.179169701,1.173300182,-0.682009424,0.682009424,0.449841128,-0.449841128
KLHDC4,Klhdc4,hESC,-0.621291218,-0.71562791,0.279464989,0.036316705,1.021137434,-0.680070884,0.680070884,-0.652136059,0.652136059
DNMT3B,Dnmt3b,hESC,-0.126042258,-0.146040999,0.299750828,-1.420013203,1.392345632,-0.677551599,0.677551599,-0.895254463,0.895254463
CALR,Calr,hESC,-0.429377485,-0.548748169,-0.435147892,-0.473475471,1.886749018,-0.67691571,0.67691571,0.664564796,-0.664564796
CLDN1,Cldn1,hESC,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.675670728,0.675670728,-0.810747834,0.810747834
VPS41,Vps41,hESC,-0.226352615,-0.298318108,0.637879088,-1.047064702,0.933856338,-0.675510491,0.675510491,0.847816598,-0.847816598
COPA,Copa,hESC,-0.857664053,-0.656793518,0.345290656,-0.151225643,1.320392559,-0.674131617,0.674131617,0.844644151,-0.844644151
NTPCR,Ntpcr,hESC,-0.535975637,-0.429261677,-0.41129818,-0.35655112,1.733086614,-0.674100376,0.674100376,-0.750122857,0.750122857
PPP1CA,Ppp1ca,hESC,-0.494026804,-0.528824049,-0.547164716,-0.195364231,1.7653798,-0.671964728,0.671964728,0.652590144,-0.652590144
NAP1L1,Nap1l1,hESC,-0.9000559,-0.621045956,0.587255109,1.505337876,-0.571491129,-0.670236863,0.670236863,-0.768026457,0.768026457
GRN,Grn,hESC,-0.303422438,-0.242729503,0.33533579,-0.995421605,1.206237756,-0.669236981,0.669236981,-0.767860508,0.767860508
TRMT1,Trmt1,hESC,-0.654541771,-0.681940543,-0.552339552,0.269344003,1.619477863,-0.669001523,0.669001523,-0.803570076,0.803570076
RAC3,Rac3,hESC,-0.224648043,-0.530532124,-0.249977125,-0.530532124,1.535689416,-0.666500947,0.666500947,-0.855956992,0.855956992
CHST11,Chst11,hESC,0.194693135,-0.615788322,-0.338687373,0.973931516,-0.214148955,-0.663178082,0.663178082,-0.887315521,0.887315521
C11orf58,1110004F10Rik,hESC,0.257452874,0.515931377,-0.74360055,-1.142136282,1.112352582,-0.663073607,0.663073607,0.873068521,-0.873068521
DARS2,Dars2,hESC,-0.683637473,-0.689134539,0.349471969,-0.576059201,1.599359244,-0.661372798,0.661372798,-0.458281012,0.458281012
PSMC1,Psmc1,hESC,-0.563536454,-0.614984129,-0.484320089,0.04360089,1.619239782,-0.661118153,0.661118153,0.561653844,-0.561653844
UQCRB,Uqcrb,hESC,-0.614632394,-0.712917991,-0.707357848,0.375877648,1.659030585,-0.66041792,0.66041792,0.491450007,-0.491450007
SERPING1,Serping1,hESC,-0.396314497,-0.396314497,-0.396314497,-0.282520207,1.471463697,-0.659712729,0.659712729,-0.854446478,0.854446478
TSSC4,Tssc4,hESC,-0.802470931,-0.649463417,0.196394008,-0.203310922,1.458851262,-0.658170786,0.658170786,0.90382143,-0.90382143
ATP5MF,Atp5mf,hESC,-0.528624378,-0.565647271,-0.446867534,-0.338074955,1.879214138,-0.657623825,0.657623825,0.227910007,-0.227910007
MTHFD2,Mthfd2,hESC,-0.707082742,-0.699599421,-0.67101353,0.447905984,1.629789708,-0.657593683,0.657593683,0.853228561,-0.853228561
QTRT1,Qtrt1,hESC,-0.391915692,-0.976578807,0.707727094,-0.393725338,1.054492744,-0.655629358,0.655629358,0.871270824,-0.871270824
USP48,Usp48,hESC,-0.789667807,0.180108812,0.388950883,-1.018177275,1.238785387,-0.652174511,0.652174511,0.859370137,-0.859370137
M6PR,M6pr,hESC,-0.462731795,-0.15663601,-0.279333445,-0.580633868,1.479335118,-0.65211898,0.65211898,0.90999513,-0.90999513
ELOB,Elob,hESC,-0.75044408,-0.731831183,-0.64120935,1.399074294,0.72441032,-0.652064691,0.652064691,0.779836235,-0.779836235
SRSF9,Srsf9,hESC,-0.790831655,-0.760188331,-0.743020919,1.369849485,0.924191421,-0.650366565,0.650366565,-0.852860614,0.852860614
CHST3,Chst3,hESC,-0.578553597,0.019344069,-0.391734977,-0.578553597,1.529498101,-0.649885448,0.649885448,0.912196974,-0.912196974
TMED10,Tmed10,hESC,-0.172064025,-0.347373944,-0.248822903,-0.927458011,1.695718884,-0.649101513,0.649101513,0.805990007,-0.805990007
BCL7B,Bcl7b,hESC,-0.524493127,-0.485747973,-0.536294506,-0.31932682,1.865862426,-0.648533987,0.648533987,0.84332313,-0.84332313
SPCS1,Spcs1,hESC,-0.053037059,0.122535786,-1.128988494,-0.576892135,1.636381902,-0.647943592,0.647943592,0.541953517,-0.541953517
MAPK13,Mapk13,hESC,-0.362894066,0.977507041,-0.780136986,0.780534568,-0.615010557,-0.646962062,0.646962062,-0.599571608,0.599571608
PSME3,Psme3,hESC,-0.8350504,-0.693012729,0.465567054,-0.175286837,1.237782912,-0.646713317,0.646713317,-0.826642836,0.826642836
GLI2,Gli2,hESC,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.646268753,0.646268753,0.759357743,-0.759357743
MRPL51,Mrpl51,hESC,-0.692500647,-0.672379114,-0.61695736,0.224303649,1.757533472,-0.646191157,0.646191157,0.718110461,-0.718110461
ADIPOR1,Adipor1,hESC,-0.5753066,-0.54821665,-0.651674617,0.127860098,1.647337769,-0.642642962,0.642642962,-0.674005513,0.674005513
RIDA,Rida,hESC,-0.594648245,-0.561870725,-0.481978315,-0.226325244,1.864822529,-0.642045808,0.642045808,-0.803778982,0.803778982
PTBP1,Ptbp1,hESC,-0.643790854,-0.68638225,-0.795208525,0.587920852,1.537460777,-0.641743025,0.641743025,0.894009607,-0.894009607
ABLIM1,Ablim1,hESC,0.051945733,1.305207919,0.152508106,-0.318648125,-1.191013633,-0.641668729,0.641668729,0.902011821,-0.902011821
ZNF724,Zfp595,hESC,-0.762953885,-0.618830117,-0.003769894,1.783333479,-0.397779582,-0.640711261,0.640711261,0.88536445,-0.88536445
ZNF724,Zfp595,hESC,-0.762953885,-0.618830117,-0.003769894,1.783333479,-0.397779582,-0.640711261,0.640711261,0.88536445,-0.88536445
HHIP,Hhip,hESC,-0.469362817,-0.469362817,0.857317607,-0.469362817,0.550770844,-0.633605628,0.633605628,0.739161166,-0.739161166
LAP3,Lap3,hESC,-0.752684243,-0.733399847,-0.618370741,1.059421258,1.045033572,-0.631859388,0.631859388,0.897851605,-0.897851605
XBP1,Xbp1,hESC,-0.396858274,-0.400082175,-0.465733962,-0.334940824,1.597615235,-0.631684974,0.631684974,0.524893945,-0.524893945
C1QBP,C1qbp,hESC,-0.625279897,-0.616109661,-0.648191434,0.11105547,1.778525522,-0.629650917,0.629650917,-0.494262601,0.494262601
FKRP,Fkrp,hESC,-0.531359469,-0.47834408,-0.311019035,-0.531359469,1.852082053,-0.629583361,0.629583361,-0.812081385,0.812081385
ENSA,Ensa,hESC,-1.442534425,-0.4292458,0.160819192,1.262973307,0.447987726,-0.628056945,0.628056945,0.759421497,-0.759421497
DDIT4,Ddit4,hESC,-0.455383201,-0.400686435,-0.325612691,-0.110953271,1.292635599,-0.62668193,0.62668193,-0.532603639,0.532603639
NOTCH3,Notch3,hESC,-0.408228169,-0.408228169,-0.408228169,-0.408228169,1.632912677,-0.626157235,0.626157235,-0.890496602,0.890496602
MRPS16,Mrps16,hESC,-0.678639417,-0.579264724,-0.587887758,0.031547273,1.814244626,-0.625835946,0.625835946,0.668408032,-0.668408032
PSMB6,Psmb6,hESC,-0.937623224,-0.545540871,0.360160437,-0.103146569,1.226150227,-0.625251275,0.625251275,-0.712516177,0.712516177
PMVK,Pmvk,hESC,-0.371279347,-0.373660695,-0.565157223,-0.565157223,1.875254489,-0.62423018,0.62423018,0.898268555,-0.898268555
HNRNPA0,Hnrnpa0,hESC,0.859213268,-0.084086847,-1.229115431,0.123025453,0.330963557,-0.623883081,0.623883081,-0.54068733,0.54068733
VBP1,Vbp1,hESC,-0.587253861,-0.759216507,-0.823538045,0.586984006,1.583024408,-0.623292368,0.623292368,0.887383502,-0.887383502
CLTA,Clta,hESC,-0.506603598,-0.437316424,-0.403465823,-0.540549465,1.88793531,-0.622284881,0.622284881,0.59021333,-0.59021333
PEG10,Peg10,hESC,-0.307514809,-0.393421345,-0.374440852,-0.646676174,1.722053179,-0.621791859,0.621791859,-0.903141431,0.903141431
ECH1,Ech1,hESC,-0.404712366,-0.111562563,-0.480429085,-0.605040856,1.601744869,-0.62122068,0.62122068,0.820515303,-0.820515303
MLF2,Mlf2,hESC,-0.558311332,-0.626454245,-0.577111419,-0.090496382,1.852373377,-0.620990195,0.620990195,0.907811751,-0.907811751
NDUFA4,Ndufa4,hESC,-0.741746297,-0.687409638,-0.610809505,0.432886266,1.607079174,-0.620090038,0.620090038,0.448363826,-0.448363826
FHL1,Fhl1,hESC,-0.56768463,-0.526168698,-0.183980354,1.737698398,-0.459864716,-0.619789651,0.619789651,0.875743041,-0.875743041
CAPN1,Capn1,hESC,-0.323909014,-0.340182283,-0.579830695,-0.635910925,1.879832917,-0.618881145,0.618881145,0.84781917,-0.84781917
MME,Mme,hESC,0.052833163,0.94711029,0.671894591,-0.980165207,-0.691672838,-0.618128516,0.618128516,0.841936309,-0.841936309
LAS1L,Las1l,hESC,-0.75454791,-1.047304138,0.118944083,0.709004157,0.973903808,-0.614584701,0.614584701,0.892242691,-0.892242691
EIF5A,Eif5a,hESC,-0.541722516,-0.592033829,-0.594137667,0.247016085,1.480877928,-0.614071816,0.614071816,-0.81265406,0.81265406
MCM4,Mcm4,hESC,-0.697777224,-0.8096684,-0.483152048,0.317588209,1.673009463,-0.613546849,0.613546849,0.908909424,-0.908909424
YWHAE,Ywhae,hESC,-0.601281662,-0.725966553,-0.433512582,0.954957502,0.805803295,-0.611466673,0.611466673,-0.700958209,0.700958209
PSMB2,Psmb2,hESC,-0.659502256,-0.604690429,-0.937414924,1.320641299,0.880966311,-0.607793282,0.607793282,0.752797151,-0.752797151
CLU,Clu,hESC,-0.704672914,-0.556495218,0.489029444,-0.704672914,1.476811602,-0.607356315,0.607356315,-0.478918925,0.478918925
TSPYL2,Tspyl2,hESC,-0.303783633,0.308993754,-0.713022194,0.000974325,0.706837747,-0.606938345,0.606938345,0.782597055,-0.782597055
ALDOC,Aldoc,hESC,-0.746336591,-0.746336591,-0.670464019,0.595441744,1.567695457,-0.603767499,0.603767499,-0.68340555,0.68340555
RNF7,Rnf7,hESC,-0.714481022,-0.720332294,-0.702438695,0.499966194,1.637285818,-0.603694903,0.603694903,0.48187974,-0.48187974
IDH3B,Idh3b,hESC,-0.563037736,-0.508872371,-0.508097395,-0.252604302,1.832611803,-0.602916619,0.602916619,0.802083963,-0.802083963
PRICKLE3,Prickle3,hESC,-0.609959854,-0.252430867,-0.609959854,-0.361366182,1.833716756,-0.600979113,0.600979113,0.845319097,-0.845319097
LDHB,Ldhb,hESC,-0.535321608,-0.535321608,-0.534029415,-0.215281195,1.819953825,-0.60019769,0.60019769,0.86306681,-0.86306681
CDC20,Cdc20,hESC,-1.131848716,-0.690253593,0.718950446,0.460807357,0.642344505,-0.597877306,0.597877306,0.385266451,-0.385266451
OSGEP,Osgep,hESC,-0.517198543,-0.45969409,-0.523685288,-0.356983214,1.857561137,-0.596625689,0.596625689,-0.831407246,0.831407246
SLC25A3,Slc25a3,hESC,-0.608345414,-0.568961843,-0.572005345,0.003089362,1.746223239,-0.595876457,0.595876457,-0.437701963,0.437701963
STUB1,Stub1,hESC,-0.473735506,-0.381356312,-0.61521106,-0.373657937,1.843960816,-0.594926169,0.594926169,0.596807515,-0.596807515
NUDT5,Nudt5,hESC,-0.736375728,-0.609721954,0.051716803,-0.411484266,1.705865145,-0.594659254,0.594659254,-0.714598546,0.714598546
AAMP,Aamp,hESC,-0.475081455,-0.49039601,-0.481742323,-0.330400112,1.7776199,-0.592783158,0.592783158,0.817046769,-0.817046769
DCLK1,Dclk1,hESC,-0.202125329,-0.432717992,-0.21363683,-0.375005934,1.223486086,-0.592490485,0.592490485,-0.765169595,0.765169595
SLC25A13,Slc25a13,hESC,0.40183879,0.78455566,0.325327707,-1.614595754,0.102873596,-0.592261538,0.592261538,0.603137774,-0.603137774
EMC7,Emc7,hESC,-0.570205824,-0.709658692,-0.715150835,0.405047907,1.589967443,-0.591847176,0.591847176,0.890577801,-0.890577801
SEC11C,Sec11c,hESC,-0.433447237,-0.144467864,-0.416534548,-0.800305485,1.794755134,-0.591024446,0.591024446,0.759191783,-0.759191783
TEAD4,Tead4,hESC,-0.667450433,-0.64288797,-0.354530811,-0.163480709,1.828349924,-0.590150258,0.590150258,0.881150234,-0.881150234
IDNK,Idnk,hESC,-0.456653974,-0.689687039,1.647926762,0.109520863,-0.611106612,-0.589658962,0.589658962,-0.910853764,0.910853764
SYP,Syp,hESC,-0.604692464,-0.604692464,-0.246508447,1.707725801,-0.251832426,-0.586074815,0.586074815,-0.798075317,0.798075317
ATP13A1,Atp13a1,hESC,0.03024975,-0.189129906,-0.85956606,-0.481411512,1.499857728,-0.583008192,0.583008192,-0.695552257,0.695552257
HCK,Hck,hESC,0.177274837,-0.426783929,1.103076951,-0.426783929,-0.426783929,-0.582580398,0.582580398,0.803591018,-0.803591018
DHODH,Dhodh,hESC,-0.46628091,-0.456256411,-0.676259219,1.219915666,0.378880874,-0.581648595,0.581648595,-0.823559962,0.823559962
SCN3B,Scn3b,hESC,-0.699789955,-0.699789955,-0.168447543,0.335098153,1.2329293,-0.579321465,0.579321465,-0.812809555,0.812809555
BMERB1,Bmerb1,hESC,0.288143727,0.376867577,0.497418634,-0.39254856,-0.769881378,-0.577579861,0.577579861,-0.769762463,0.769762463
TUBA1A,Tuba1a,hESC,-0.363474921,-0.59965972,-0.413745797,-0.477786923,1.85466736,-0.577154512,0.577154512,-0.871136624,0.871136624
SLC7A3,Slc7a3,hESC,-0.474025731,-0.474025731,-0.474025731,-0.474025731,1.896102924,-0.57590731,0.57590731,0.412457083,-0.412457083
RNF128,Rnf128,hESC,-0.513112817,-0.513112817,0.874278133,0.665060317,-0.513112817,-0.575046306,0.575046306,-0.900102233,0.900102233
CHST8,Chst8,hESC,-0.457426265,-0.457426265,-0.457426265,0.40541523,0.966863566,-0.574056506,0.574056506,0.892935205,-0.892935205
LIN28A,Lin28a,hESC,-0.645547518,-0.519545212,-0.541800194,-0.138255929,1.845148852,-0.572486553,0.572486553,-0.720368904,0.720368904
HNRNPH2,Hnrnph2,hESC,-0.45562927,-0.431547624,-1.117879317,0.985879226,1.019176983,-0.571878642,0.571878642,0.876986464,-0.876986464
LAMA3,Lama3,hESC,-0.804502216,-0.705352645,0.613537472,0.277759068,0.618558321,-0.570791145,0.570791145,-0.823105331,0.823105331
EIF2B5,Eif2b5,hESC,-0.610579468,-0.5393772,-0.479617525,-0.18848523,1.818059424,-0.56790044,0.56790044,0.872390351,-0.872390351
PPP2CA,Ppp2ca,hESC,1.275086286,0.686360843,-0.400883731,-0.456719805,-1.103843593,-0.566953951,0.566953951,-0.702815076,0.702815076
DDX52,Ddx52,hESC,-0.51395243,-0.779641814,-0.728355709,1.441726337,0.580223617,-0.566317345,0.566317345,-0.752746658,0.752746658
CAVIN1,Cavin1,hESC,-0.559207087,-0.304123301,-0.432137009,1.268421177,0.027046219,-0.565767412,0.565767412,-0.706560811,0.706560811
GSTZ1,Gstz1,hESC,-0.495988567,-0.473918248,-0.56010845,-0.245098221,1.775113486,-0.564389738,0.564389738,0.606713806,-0.606713806
DDAH1,Ddah1,hESC,1.253030325,0.670485899,-0.340545102,-0.666556555,-0.916414567,-0.564243972,0.564243972,-0.895000975,0.895000975
TP53,Trp53,hESC,0.804506601,-0.086420639,-0.663406502,-0.921837754,0.867158295,-0.563979075,0.563979075,-0.71433611,0.71433611
RBIS,Rbis,hESC,-0.778567982,-0.761575278,-0.720816314,1.303286587,0.957672987,-0.5625291,0.5625291,0.720220085,-0.720220085
MAPKAPK3,Mapkapk3,hESC,-0.49117359,-0.1735399,-0.49117359,-0.49117359,1.647060672,-0.562432945,0.562432945,0.710596186,-0.710596186
TPM4,Tpm4,hESC,-0.462980123,-0.458638054,-0.459063355,-0.462980123,1.843661655,-0.56052994,0.56052994,-0.903880099,0.903880099
MRPL45,Mrpl45,hESC,-0.470234402,-0.441396768,-0.609200789,-0.27093357,1.791765528,-0.557956137,0.557956137,-0.640971565,0.640971565
MRPL3,Mrpl3,hESC,-0.420310523,-0.468265517,-0.644960199,-0.3001503,1.833686538,-0.557195297,0.557195297,0.714964484,-0.714964484
CNN1,Cnn1,hESC,0.446238927,1.097895386,0.073075515,-0.458672367,-1.158537461,-0.555912438,0.555912438,-0.850570191,0.850570191
SUMO1,Sumo1,hESC,1.127026652,0.941383689,-0.893074827,0.013903361,-1.189238875,-0.555101689,0.555101689,0.778092343,-0.778092343
UQCRQ,Uqcrq,hESC,-0.855995144,-0.655183947,-0.707691926,0.84250641,1.376364607,-0.5523406,0.5523406,0.778177742,-0.778177742
TSPAN4,Tspan4,hESC,-0.585876484,-0.289757771,-0.359853973,-0.509552863,1.745041091,-0.552262875,0.552262875,-0.745701804,0.745701804
HSP90B1,Hsp90b1,hESC,-0.260817007,-0.487377893,-0.433057105,-0.66002035,1.841272355,-0.551873778,0.551873778,0.85546527,-0.85546527
ILF2,Ilf2,hESC,-0.690271681,-0.741729641,-0.652677114,1.228343396,0.856335039,-0.550196759,0.550196759,0.868806393,-0.868806393
KHDRBS1,Khdrbs1,hESC,-0.650424391,-0.483847893,-0.427081478,0.214658704,1.346695058,-0.549974254,0.549974254,-0.857331803,0.857331803
NRBP1,Nrbp1,hESC,-0.780330208,-0.720117175,0.224496553,-0.194449799,1.470400629,-0.54953756,0.54953756,0.830959105,-0.830959105
SEMA4A,Sema4a,hESC,-0.240674015,-0.201023799,-0.386974091,-0.386974091,1.215645997,-0.548225426,0.548225426,0.847256931,-0.847256931
MPPED2,Mpped2,hESC,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.548059481,0.548059481,-0.787149284,0.787149284
NDUFAF4,Ndufaf4,hESC,-0.701931869,-0.717736405,-0.580079613,0.451995768,1.547752119,-0.547961682,0.547961682,0.901262274,-0.901262274
CCT4,Cct4,hESC,-0.476652687,-0.506292917,-0.499968325,-0.403815296,1.886729225,-0.546313835,0.546313835,-0.81310231,0.81310231
CHCHD3,Chchd3,hESC,-0.560247012,-0.416883423,-0.291998968,-0.452402143,1.721531546,-0.546296703,0.546296703,0.589274839,-0.589274839
SCRN1,Scrn1,hESC,-0.321231554,0.07210914,-0.030910648,-0.991646415,1.271679477,-0.545801549,0.545801549,-0.702642924,0.702642924
GDE1,Gde1,hESC,-0.553691395,-0.548639889,-0.570767666,-0.1934298,1.86652875,-0.545793016,0.545793016,0.867493132,-0.867493132
NME1,Nme1,hESC,-0.512600291,-0.495922314,-0.535855115,-0.311792547,1.856170267,-0.544869148,0.544869148,-0.752510996,0.752510996
ELP5,Elp5,hESC,-0.795196919,-0.676176446,-0.511724833,0.240858978,1.74223922,-0.542237066,0.542237066,-0.60829026,0.60829026
LYPLA1,Lypla1,hESC,-0.584638923,-0.581242344,-0.641221933,-0.032354387,1.839457587,-0.541626125,0.541626125,-0.872517548,0.872517548
DBN1,Dbn1,hESC,-0.371686886,-0.524090193,-0.590921058,-0.337144697,1.823842834,-0.54156664,0.54156664,-0.722163043,0.722163043
GLO1,Glo1,hESC,-0.50713154,-0.671547525,-0.733581571,0.135413578,1.776847059,-0.537438869,0.537438869,0.759609943,-0.759609943
POLR2E,Polr2e,hESC,-0.719901627,-0.69596199,-0.744221392,0.5521266,1.607958409,-0.53386614,0.53386614,0.907257299,-0.907257299
