"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"ZNF615",89,140,181,114,57,230,59,325,76,33
"ZNF850-DT",0,6,0,1,4,0,28,94,11,5
"ENSG00000267353",0,0,0,0,12,0,0,2,0,0
"ZNF790-AS1",10,0,0,0,6,20,286,629,33,48
"ZNF790",20,8,19,0,0,90,26,90,61,11
"ENSG00000206669",0,0,0,0,0,0,0,0,0,0
"ZNF829",80,356,137,236,78,60,176,264,32,40
"RPL31P61",0,0,0,0,0,0,0,10,0,0
"ENSG00000267345",0,0,1,0,0,0,0,0,2,0
"ZNF345",18,51,18,0,12,1,65,220,26,40
"ENSG00000291239",0,0,0,0,0,0,0,0,0,0
"ZNF568",4,5,6,4,60,65,133,258,158,33
"ENSG00000290721",0,0,0,0,0,0,0,0,2,0
"ZNF83",514,446,665,304,481,654,250,400,137,117
"LOC137778871",0,0,0,0,0,13,7,4,9,12
"ZNF559-ZNF177",0,0,0,0,0,0,2,0,0,0
"GYS1",45,81,66,24,46,0,29,34,103,90
"SAXO3",0,2,0,2,0,0,0,0,6,2
"CGB7",0,0,0,0,0,0,0,0,0,7
"PPFIA3",14,18,11,6,14,8,6,0,12,0
"HRC",20,5,10,10,6,0,3,0,8,0
"TRPM4",0,0,0,1,2,1,24,22,30,106
"ENSG00000269009",53,138,34,87,27,115,8,24,3,0
"SBSN",0,0,2,0,0,0,0,0,0,16
"GAPDHS",0,0,0,0,0,0,0,0,0,0
"TMEM147-AS1",0,6,2,0,0,0,0,0,12,6
"TMEM147",234,279,240,442,220,128,47,87,1111,1814
"ATP4A",0,2,0,0,0,0,0,0,8,6
"ENSG00000283907",0,0,0,0,0,0,0,0,3,0
"ENSG00000291292",0,0,0,0,0,0,0,0,0,2
"ENSG00000269151",72,98,74,64,52,22,4,0,0,0
"ENSG00000291298",0,0,0,0,0,0,0,0,0,0
"ENSG00000290719",0,0,0,0,0,0,0,0,0,4
"ENSG00000283108",0,0,2,0,0,0,22,97,0,0
"ENSG00000287275",0,0,0,0,0,0,0,0,2,0
"ZNF426-DT",0,0,0,6,1,0,0,0,0,0
"ZNF177",0,0,0,0,0,0,0,0,0,0
"ENSG00000270679",0,0,0,0,0,0,0,0,0,0
"ENSG00000267590",0,0,0,0,0,0,0,0,0,0
"ZNF112",6,2,14,0,2,0,0,6,20,0
"ENSG00000267173",0,0,0,0,0,0,0,0,0,0
"ZNF285",617,1040,1011,526,865,711,223,16,32,18
"ENSG00000267188",0,0,0,0,0,0,0,0,0,0
"ZNF229",270,343,424,540,337,329,217,208,7,25
"ENSG00000176761",8,2,12,8,16,6,14,0,0,0
"ZNF180",99,132,180,106,44,0,63,348,68,232
"CEACAM20",0,0,0,0,0,0,4,0,0,0
"ENSG00000267614",0,0,0,0,4,0,0,0,6,0
"CEACAM22P",0,0,0,0,6,0,0,16,0,2
"ENSG00000230666",0,0,0,0,0,0,0,0,0,0
"ENSG00000224366",0,0,0,0,0,0,0,0,0,0
"IGSF23",0,0,0,2,0,0,6,0,6,0
"CEACAM16-AS1",0,0,0,0,0,0,0,0,8,0
"PVR",37,14,17,10,6,2,6,6,82,92
"MIR4531",0,0,0,0,0,0,0,0,0,4
"CEACAM19",0,0,0,0,0,0,2,0,3,0
"ENSG00000279095",0,0,0,0,0,0,0,0,0,0
"CEACAM16",0,0,0,0,0,0,0,0,2,0
"ENSG00000252200",0,0,0,0,0,0,0,0,0,0
"ENSG00000288773",0,0,0,0,0,0,0,0,2,0
"BCL3",0,0,0,2,4,0,0,0,44,2
"MIR8085",0,0,0,0,0,0,0,0,0,0
"LOC124900431",0,0,0,0,0,0,0,0,0,0
"ENSG00000236807",0,0,0,0,0,0,0,0,0,0
"CBLC",0,0,0,0,2,0,0,0,2,2
"ENSG00000285128",0,0,0,0,0,0,0,0,0,0
"BCAM",0,0,0,0,0,0,0,0,3,0
"PLD3",0,11,2,2,13,0,51,72,85,24
"FDX2",0,0,0,0,0,0,0,2,0,0
"ICAM5",0,0,0,0,1,2,0,1,2,4
"RAVER1",3,14,1,14,9,4,0,0,14,0
"ICAM3",0,0,0,0,0,0,0,0,0,0
"POLR2E",86,144,108,156,124,12,370,720,890,921
"GPX4",0,12,10,0,6,44,310,208,1474,1364
"PLEKHA4",6,18,10,22,22,34,4,4,11,12
"TULP2",13,0,2,3,0,0,5,10,5,24
"PTPRS",79,71,59,61,41,90,32,12,27,39
"PTOV1",13,21,37,15,21,8,0,0,16,28
"NAPSB",1,2,0,2,1,12,0,0,0,0
"NAPSA",0,0,0,0,0,0,0,2,0,0
"NLRP7",790,930,1205,811,734,896,238,165,3317,4500
"EPS8L1",17,6,15,10,21,27,26,166,16,8
"ENSG00000235974",22,26,48,90,97,2,112,167,0,0
"ECH1",45,131,83,187,36,67,35,25,143,355
"ENSG00000268083",0,0,0,0,0,0,0,0,0,0
"ENSG00000269688",0,0,0,0,0,0,0,0,3,17
"RINL",0,0,2,0,0,1,0,0,24,4
"ENSG00000269050",0,0,0,0,0,0,0,0,0,0
"SIRT2",0,2,0,0,0,0,8,4,50,71
"NFKBIB",2,6,4,8,0,0,10,32,22,15
"CCER2",0,0,0,0,0,0,0,10,4,0
"SARS2",1,0,0,0,0,0,0,0,2,2
"ENSG00000269547",0,0,0,0,0,0,0,0,0,0
"MRPS12",26,14,14,36,6,0,94,152,1154,1402
"ENSG00000269486",0,0,0,0,0,0,0,0,2,0
"FBXO17",0,0,0,0,0,0,4,0,4,48
"HNRNPL",258,322,180,606,115,470,443,906,464,215
"ILF3-DT",8,9,2,12,10,6,6,68,12,2
"ILF3",232,336,328,552,344,215,370,532,725,1041
"SAMD1",404,256,358,380,296,330,72,20,196,252
"LOC124904642",0,0,0,0,0,0,0,0,0,0
"ADGRL1-AS1",0,0,0,0,0,0,0,13,4,0
"NFKBID",0,2,4,0,1,0,2,6,0,0
"ENSG00000289298",0,0,0,91,320,514,665,892,0,0
"LINC01480",0,0,0,0,29,6,55,20,0,0
"ENSG00000291001",0,0,0,0,0,0,0,0,0,0
"ARHGEF1",0,2,0,0,0,0,2,0,20,10
"DYRK1B",0,0,0,0,0,2,0,0,6,2
"ENSG00000291312",0,0,0,0,0,0,0,0,0,0
"ZGLP1",12,9,14,24,19,2,0,0,4,4
"PPP5D1P",3,0,0,0,0,0,0,2,12,0
"ENSG00000230510",0,0,0,0,0,0,0,0,0,0
"DACT3-AS1",2,12,18,0,10,2,0,0,1,0
"STRN4",4,12,14,14,12,6,2,4,32,40
"FKRP",0,0,2,0,0,6,0,0,30,24
"SLC1A5",293,341,391,491,282,364,86,94,94,189
"ENSG00000275719",0,0,0,0,0,0,0,0,0,0
"HNRNPMP2",0,0,0,0,0,0,0,0,0,0
"ENSG00000269576",0,0,0,0,0,0,0,0,0,0
"ENSG00000269014",0,0,0,0,0,0,0,0,0,0
"AP2S1",162,232,165,261,140,154,713,1270,2149,2983
"NUCB1",10,7,3,14,20,0,12,60,140,102
"ENSG00000233270",248,126,310,162,172,94,152,90,128,84
"SAFB2",8,12,24,24,24,229,100,185,85,130
"TINCR",0,0,6,0,2,0,18,18,94,350
"TSPY24P",0,0,0,0,0,0,0,0,0,2
"ZNF92P1Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000231436",0,0,0,0,7,0,0,0,0,0
"SERBP1P2",0,0,0,0,0,0,0,0,0,0
"TSPY12P",0,0,0,0,0,0,0,0,0,0
"ENSG00000278478",0,0,0,0,0,0,0,0,0,0
"DUX4L19",0,4,0,1,0,0,0,0,0,0
"TTTY12",0,0,0,0,0,0,0,0,0,0
"TTTY7B",0,0,0,0,0,0,0,0,0,0
"ENSG00000224518",0,0,0,0,0,0,0,0,0,0
"ENSG00000231988",0,0,0,0,0,0,0,0,0,0
"ENSG00000238073",0,0,0,0,0,0,0,0,0,0
"ENSG00000275866",0,0,0,0,0,0,0,0,0,0
"ENSG00000131538",0,0,0,0,0,0,0,0,0,0
"ELOCP35",0,0,0,0,0,0,0,0,0,0
"SLC9B1P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000232927",0,0,0,0,0,0,4,0,0,0
"TTTY23",0,0,0,0,0,0,0,0,0,0
"ENSG00000277438",0,0,0,0,0,0,0,0,0,0
"TTTY7",0,0,0,0,0,0,0,0,0,0
"ENSG00000286217",0,0,0,0,0,0,0,0,0,0
"DUX4L17",0,0,0,1,0,0,0,0,0,0
"ENSG00000169789",0,0,0,0,0,0,0,0,0,0
"TSPY18P",0,0,0,0,0,0,0,0,0,0
"ENSG00000273589",0,0,0,0,0,0,0,0,0,0
"ENSG00000226061",0,0,0,0,0,0,0,0,0,0
"TRIM60P2Y",0,0,0,0,0,0,0,0,0,0
"HSFY7P",0,0,0,0,0,0,0,0,0,0
"IGKV1ORY-1",0,0,0,0,0,0,0,0,0,0
"ZNF736P6Y",0,0,0,0,0,0,0,0,0,0
"TUSC2P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000226092",0,0,0,0,10,0,10,0,0,0
"TTTY2B",0,0,0,0,0,0,0,0,4,0
"ENSG00000228890",0,0,0,0,0,0,0,0,0,0
"ENSG00000234620",0,0,0,0,0,0,0,0,0,0
"ENSG00000236690",0,0,0,0,0,0,0,0,0,0
"ENSG00000273693",0,0,2,8,0,5,0,0,0,0
"USP9Y",0,0,0,0,31,0,117,83,38,57
"ENSG00000232235",0,0,0,0,0,0,0,0,0,0
"ENSG00000169807",0,0,0,0,0,0,0,0,0,0
"TSPY25P",0,0,0,0,0,0,0,0,0,0
"ENSG00000223422",0,0,0,0,0,0,0,0,0,0
"OFD1P8Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000225653",0,0,0,0,0,0,0,0,0,0
"ENSG00000251618",0,0,0,0,0,0,0,0,0,0
"TSPY23P",0,0,0,0,0,0,0,0,0,0
"ENSG00000228578",0,0,0,0,0,0,0,0,0,0
"DUX4L31",0,0,0,0,0,0,0,0,0,0
"TSPY13P",0,0,0,0,0,0,0,0,6,0
"ENSG00000275280",0,0,0,0,0,0,0,0,0,0
"ENSG00000270242",0,0,0,0,0,0,0,0,0,0
"ENSG00000236477",0,0,0,0,0,0,0,0,0,0
"TTTY1B",0,0,0,0,0,0,0,0,0,0
"RCC2P2",0,0,0,0,0,0,0,0,0,0
"ENSG00000244246",0,0,0,0,0,0,0,0,0,0
"RBMY2OP",0,0,0,0,0,0,0,0,0,0
"EIF1AY",0,0,0,0,28,0,222,252,426,526
"TSPY19P",0,0,0,0,0,0,0,0,0,0
"BPY2",0,0,0,0,0,0,0,0,0,0
"MTND1P12",0,0,0,0,0,0,0,0,0,0
"STSP1",0,0,0,0,0,0,0,2,0,0
"ENSG00000228379",0,0,0,0,0,0,0,0,0,0
"ENSG00000235857",0,0,0,0,0,0,0,0,0,0
"MTND6P1",0,0,0,0,0,0,0,0,0,0
"DLGAP5P1",0,0,0,0,0,0,0,0,0,0
"CDC27P2",0,2,0,8,4,2,6,4,2,0
"TTTY8B",0,0,0,0,0,0,0,0,0,0
"ENSG00000270455",0,0,0,0,0,0,0,0,2,0
"ENSG00000229940",0,0,0,0,0,0,0,0,0,0
"RCC2P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000226863",0,0,0,0,0,0,0,0,0,0
"TTTY2",0,0,0,0,0,0,0,0,0,0
"ENSG00000237968",0,0,0,0,0,0,0,0,0,0
"ENSG00000224408",0,0,0,0,0,0,0,0,0,0
"ENSG00000233699",0,0,0,0,0,1,0,0,0,0
"ENSG00000286009",0,0,0,0,0,0,0,46,0,0
"ENSG00000271365",0,0,0,0,0,0,0,0,0,0
"DUX4L18",0,0,0,0,0,0,0,0,0,0
"TSPY16P",0,0,0,0,0,0,0,0,0,0
"ENSG00000235895",0,0,0,0,0,0,0,0,0,0
"ENSG00000286201",0,0,0,0,0,0,0,0,0,0
"RBMY2GP",0,0,0,0,0,0,0,0,0,0
"ENSG00000215537",0,0,0,0,0,0,0,0,0,0
"OFD1P9Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000225840",0,0,0,0,0,0,0,0,0,0
"ENSG00000229745",0,0,0,0,0,0,0,2,0,0
"RBMY2JP",0,0,0,0,0,0,0,0,0,0
"CHEK2P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000232617",0,0,0,0,0,0,0,0,0,0
"ENSG00000225615",0,0,0,0,0,0,0,0,0,0
"ENSG00000230663",0,0,0,0,2,0,0,0,0,0
"ENSG00000232522",0,0,0,0,0,0,0,0,0,0
"ELOCP8",0,0,0,0,0,0,0,0,0,0
"ENSG00000277519",0,0,0,0,0,0,0,0,0,0
"ENSG00000259247",0,0,0,0,0,0,0,0,0,0
"ENSG00000224336",0,0,0,0,0,0,0,0,0,0
"ENSG00000273731",0,0,0,0,0,0,0,0,0,0
"LOC102725532",0,0,0,0,0,0,0,0,2,0
"ASS1P6",0,0,0,0,0,0,0,0,0,0
"ENSG00000274162",0,0,0,0,0,0,0,0,2,0
"ENSG00000229208",0,0,0,0,0,0,0,0,0,0
"TTTY1",0,0,0,0,0,0,0,0,0,0
"ENSG00000227444",0,0,0,0,0,0,0,0,0,0
"ENSG00000238154",0,0,0,0,0,0,0,0,0,0
"MED14P1",0,0,0,0,0,0,0,0,0,0
"HSFY5P",0,0,0,0,0,0,0,0,0,0
"ENSG00000228764",0,0,0,0,0,0,0,0,0,0
"ARSFP1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224567",0,0,0,0,0,0,0,0,0,0
"ENSG00000241200",0,0,0,0,0,0,0,0,0,0
"ENSG00000228518",0,0,0,0,0,0,0,0,0,0
"ENSG00000227447",0,0,0,0,0,0,4,0,0,0
"ENSG00000274231",0,0,2,0,0,0,0,0,0,0
"ENSG00000286050",0,0,0,0,0,0,0,0,0,0
"ENSG00000274502",0,0,0,0,0,0,0,0,0,0
"ENSG00000235094",0,0,0,0,0,0,0,0,0,0
"TRIM60P1Y",0,0,0,0,0,0,0,0,0,0
"TTTY8",0,0,0,0,0,0,0,0,0,0
"RBMY2KP",0,0,0,0,0,0,2,0,0,0
"ENSG00000237902",0,0,0,0,0,0,0,0,0,0
"TTTY19",0,0,0,0,0,0,0,0,0,0
"TSPY17P",0,0,0,0,0,0,0,0,0,0
"TTTY4",0,0,0,0,0,0,0,0,0,0
"ENSG00000230025",0,0,0,0,0,0,0,0,0,0
"ENSG00000236786",0,0,0,0,0,0,0,0,0,0
"ELOCP4",0,0,0,0,0,0,0,0,0,0
"TTTY22",0,0,0,0,0,0,0,0,0,0
"TSPY11P",0,0,0,0,0,0,0,0,0,0
"ENSG00000274445",0,0,0,0,0,0,0,0,0,0
"MXRA5Y",0,0,0,0,0,0,0,10,0,2
"DUX4L16",0,0,0,0,0,0,0,2,0,0
"TSPY3",0,0,0,0,0,0,0,0,0,0
"MTCYBP1",0,0,0,0,0,0,0,0,0,0
"ENSG00000271309",0,0,0,0,0,0,0,0,0,0
"USP9YP17",0,0,0,0,0,0,0,0,0,0
"TTTY17A",0,0,0,0,0,0,0,0,0,0
"AGPAT5P1",0,0,0,0,0,0,0,0,0,0
"LOC100533723",0,0,0,0,0,0,0,0,0,0
"ENSG00000243643",0,0,0,0,0,0,0,0,0,0
"ENSG00000224989",0,0,0,0,0,0,0,0,0,0
"ENSG00000131548",0,0,0,0,0,0,0,0,0,0
"ELOCP15",0,0,0,0,0,0,0,0,0,0
"ENSG00000273858",0,0,0,0,0,0,0,0,0,0
"TRIM60P3Y",0,0,0,0,0,0,0,0,0,0
"MTND1P1",0,0,0,0,0,0,0,0,0,0
"LINC00280",0,0,0,0,0,0,0,0,0,0
"ENSG00000274837",0,0,0,0,0,0,0,0,0,0
"ENSG00000216777",0,0,0,0,0,0,0,0,0,0
"ZNF736P10Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000275352",0,0,0,0,0,0,0,0,0,0
"TRIM60P4Y",0,0,0,0,0,0,0,0,0,0
"TSPY1",0,0,0,0,0,0,0,0,0,0
"CDY12P",0,0,0,0,0,0,0,0,0,0
"ENSG00000283076",0,0,0,0,0,0,0,0,0,0
"MTND2P3",0,0,0,0,0,0,0,0,0,0
"CDY13P",0,0,0,0,0,0,0,0,0,0
"RBMY1KP",0,0,0,0,0,0,0,0,0,0
"ENSG00000270570",1,0,0,0,0,0,0,0,0,0
"ENSG00000237563",0,0,0,0,0,0,0,0,0,0
"ENSG00000223517",0,0,0,0,0,0,0,0,0,0
"ENSG00000228207",0,0,0,0,0,0,0,0,0,0
"ENSG00000224917",0,0,0,0,0,0,0,0,0,0
"ENSG00000286187",0,0,0,0,0,0,0,0,0,0
"ENSG00000225117",0,0,0,0,0,0,0,0,0,0
"TTTY5",0,0,0,0,0,0,0,0,0,0
"ENSG00000228411",0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0
"RBMY1D",0,0,0,0,0,0,1,0,0,0
"RBMY2WP",0,0,0,0,0,0,0,0,0,0
"USP9YP24",0,0,0,0,0,0,0,0,0,0
"ENSG00000229725",0,0,0,0,0,0,0,0,0,0
"TTTY10",0,0,0,2,0,0,0,8,0,0
"ENSG00000229518",0,0,0,0,0,0,0,0,0,0
"ENSG00000232730",0,0,0,0,0,0,0,0,0,0
"ENSG00000229308",0,0,0,0,6,0,4,6,0,0
"ENSG00000244000",0,0,0,0,0,0,0,0,0,0
"TRIM60P8Y",0,0,0,0,0,0,0,0,0,0
"MED13P1",0,0,0,0,0,0,0,0,0,0
"TSPY6P",0,0,0,0,0,0,0,0,0,0
"ENSG00000227949",0,0,0,0,0,0,0,2,0,2
"RNU6-303P",0,0,0,0,0,0,0,0,0,0
"RNA5SP518",0,0,0,0,0,0,0,0,0,0
"LOC124900508",0,0,0,0,0,0,0,0,0,0
"RN7SL702P",0,0,0,0,0,0,0,0,0,0
"RNA5SP520",0,0,0,0,0,0,0,0,0,0
"RNA5SP521",0,0,0,0,0,0,0,0,0,0
"ENSG00000273966",0,0,0,0,0,0,0,0,0,0
"RNU6-109P",0,0,0,0,0,0,0,0,0,0
"RNA5-8SP6",0,0,0,0,0,0,0,0,0,0
"RNA5SP519",0,0,0,0,0,0,0,0,0,0
"RNU6-184P",0,0,0,0,0,0,0,0,0,0
"HSFY2",0,0,0,0,0,0,0,0,0,0
"ENSG00000236429",0,0,0,0,0,0,0,0,0,0
"USP9YP2",0,0,0,0,0,0,0,0,0,0
"ENSG00000228193",0,0,0,0,0,0,0,0,0,0
"ENSG00000248573",0,0,0,0,0,0,0,0,0,0
"ENSG00000230904",0,0,0,0,0,0,0,0,0,0
"USP9YP10",0,0,0,0,0,0,0,0,0,0
"USP9YP28",0,0,0,0,0,0,0,0,0,0
"RNU1-41P",0,0,0,0,0,0,0,0,0,0
"OFD1P7Y",0,0,0,0,0,0,0,0,0,0
"MTCYBP2",0,0,0,0,0,0,0,0,0,0
"ZNF839P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000185275",0,0,0,0,0,0,0,2,6,4
"RNU6-255P",0,0,0,0,0,0,0,0,0,0
"ENSG00000274282",0,0,0,0,0,0,0,0,0,0
"ENSG00000234529",0,0,0,0,0,0,0,0,0,0
"ENSG00000238191",0,0,0,0,0,0,0,0,0,0
"ENSG00000226353",0,0,0,0,0,0,0,0,0,0
"ENSG00000275578",0,0,0,0,0,0,0,0,0,0
"ENSG00000226449",0,0,0,0,0,0,0,0,0,0
"ENSG00000225896",0,0,0,0,0,0,0,0,0,0
"ENSG00000224166",0,0,0,0,0,0,0,0,0,0
"ENSG00000229129",0,0,0,0,0,0,0,0,0,0
"USP9YP23",0,0,0,0,0,0,0,0,0,0
"USP9YP27",0,0,0,0,0,0,0,0,0,0
"RNU1-128P",0,0,0,0,0,0,0,0,0,0
"ENSG00000224964",0,0,0,0,0,0,0,0,0,0
"OFD1P1Y",0,0,0,0,0,0,0,0,0,0
"ELOCP6",0,0,0,0,0,0,0,0,0,0
"ENSG00000229138",0,0,0,0,0,0,0,0,0,0
"ENSG00000224485",0,0,0,0,0,0,0,0,0,0
"ENSG00000226116",0,0,0,0,0,0,0,0,0,0
"CDY7P",0,0,0,0,0,0,0,0,0,0
"USP9YP34",0,0,0,0,0,0,0,0,0,0
"USP9YP32",0,0,0,0,0,0,0,0,0,0
"CDY8P",0,0,0,0,0,0,0,0,0,0
"ELOCP12",0,0,0,0,0,0,0,0,0,0
"ENSG00000225895",0,0,0,0,0,0,0,0,0,0
"USP9YP15",0,0,0,0,0,0,0,0,0,0
"RNU1-95P",0,0,0,0,0,0,0,0,0,0
"USP9YP16",0,0,0,0,0,0,0,0,0,0
"ENSG00000229465",0,0,0,0,0,0,0,0,0,0
"ENSG00000231311",0,0,0,0,0,0,0,0,0,0
"ENSG00000236599",0,0,0,0,0,0,0,0,0,0
"ENSG00000232899",0,0,0,0,0,0,0,0,0,0
"ENSG00000229302",0,0,0,0,0,0,0,0,0,0
"ENSG00000228945",0,0,0,0,0,0,0,0,0,0
"ENSG00000233522",0,0,0,0,0,0,0,0,0,0
"ENSG00000278391",0,0,0,0,0,0,0,0,0,0
"ENSG00000251953",0,0,0,0,0,0,0,0,0,0
"ENSG00000252667",0,0,0,0,0,0,0,0,0,0
"ENSG00000249726",0,0,0,0,0,0,0,0,0,0
"ENSG00000226362",0,0,0,0,0,0,0,0,0,0
"ELOCP13",0,0,0,0,0,0,0,0,0,0
"OFD1P4Y",0,0,0,0,0,0,0,0,0,0
"USP9YP14",0,0,0,0,0,0,0,0,0,0
"ENSG00000252209",0,0,0,0,0,0,0,0,0,0
"USP9YP5",0,0,0,0,0,0,0,0,0,0
"ENSG00000251510",0,0,0,0,0,0,0,0,0,0
"ENSG00000238067",0,0,0,0,0,0,0,0,0,0
"ENSG00000233546",0,0,0,0,0,0,0,0,0,0
"ELOCP7",0,0,0,0,0,0,0,0,0,0
"ENSG00000250951",0,0,0,0,0,0,0,0,0,0
"ENSG00000230458",0,0,0,0,0,0,0,0,0,0
"TTTY9B",0,0,0,0,0,0,0,0,0,0
"ENSG00000235479",0,0,0,0,0,0,0,0,0,0
"ENSG00000249606",0,0,0,0,0,0,0,0,0,0
"TTTY14",0,0,0,0,0,0,0,0,2,7
"ENSG00000267793",0,0,0,0,0,0,0,0,0,0
"ENSG00000260197",0,0,0,0,0,0,0,0,0,0
"KDM5D-DT",0,0,0,0,0,0,0,0,0,0
"KDM5D",0,0,0,0,0,0,13,38,6,29
"HSFY1",0,0,0,0,0,0,0,0,0,0
"TGIF2LY",0,0,0,2,0,2,0,0,0,0
"RBMY1F",0,0,0,0,0,0,2,17,0,0
"CDY2A",0,0,0,0,0,0,0,0,0,0
"ENSG00000233126",0,0,0,0,0,0,0,0,0,0
"TRIM60P9Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000099725",0,0,0,0,0,0,4,2,20,37
"RN7SKP282",0,0,0,0,0,0,0,0,0,0
"ENSG00000251996",0,0,0,0,0,0,0,0,0,0
"RNU6-941P",0,0,0,0,0,0,0,0,0,0
"RNU6-521P",0,0,0,0,0,0,0,0,0,0
"SRIP3",0,0,0,0,0,0,0,0,0,0
"ENSG00000274365",0,0,0,0,0,0,0,0,0,0
"GOT2P5",0,0,0,0,0,0,0,0,0,0
"ENSG00000237701",0,0,0,0,0,0,0,0,0,0
"ENSG00000273906",0,0,0,0,0,0,0,0,0,0
"TRIM60P10Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000226270",0,0,0,0,0,0,0,0,0,0
"TRIM60P11Y",0,0,0,0,0,0,0,0,0,0
"TRIM60P6Y",0,0,0,0,0,0,0,0,0,0
"ZNF736P1Y",0,0,0,0,0,0,0,0,0,0
"TRIM60P7Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000230819",0,0,0,0,0,0,0,0,0,0
"BPY2C",0,0,0,0,0,0,0,0,0,0
"TTTY4C",0,0,0,0,0,0,0,0,0,0
"DAZ4",0,0,0,0,0,0,0,0,0,0
"CDY2B",0,0,0,0,0,0,0,0,0,0
"RNU6-1334P",0,0,0,0,0,0,0,0,0,0
"SRY",0,0,0,0,2,1,0,0,0,0
"ENSG00000237659",0,0,0,0,0,0,0,0,0,0
"TOMM22P2",0,0,0,0,0,0,0,0,0,0
"ENSG00000286130",0,0,0,0,0,0,4,0,2,0
"RPS4Y1",0,0,0,0,21,15,306,503,485,835
"ENSG00000229163",0,0,0,0,0,0,0,0,0,1
"ENSG00000278847",0,0,0,0,0,0,0,0,0,0
"ZFY",0,0,0,0,0,0,10,0,22,192
"ENSG00000233070",0,0,0,0,0,0,0,0,0,10
"ENSG00000223600",0,0,0,0,0,0,0,0,0,0
"ENSG00000215414",0,4,6,0,2,4,14,55,52,22
"ENSG00000224035",0,0,0,0,0,0,0,0,0,0
"DPPA2P1",0,0,0,0,0,0,0,0,0,0
"DDX3Y",2,8,4,0,52,126,929,2738,184,595
"CASKP1",0,0,0,0,0,0,0,0,0,0
"UTY",0,6,0,0,2,44,52,18,2,132
"TMSB4Y",0,0,0,0,0,0,2,0,2,0
"VCY",0,0,0,2,0,2,10,10,0,2
"DAZ3",0,0,0,0,0,0,0,0,0,0
"DAZ1",0,0,0,0,0,0,0,0,0,2
"PPP1R12BP2",0,0,0,0,0,0,0,0,0,2
"LOC124900506",0,0,0,0,0,0,0,0,0,0
"ENSG00000286744",0,0,0,0,0,0,0,0,0,0
"ENSG00000225189",0,0,0,0,0,0,0,0,0,0
"ENSG00000230073",0,0,0,0,0,0,0,0,0,0
"ENSG00000215540",0,0,0,0,0,0,0,0,0,0
"ENSG00000236647",0,0,0,0,0,0,0,0,0,0
"AMELY",0,0,0,0,2,0,0,0,0,0
"TBL1Y",0,0,0,0,0,0,30,8,0,11
"GPR143YP",0,0,0,0,0,9,0,0,0,0
"DAZ2",0,0,0,0,2,0,8,0,0,0
"TSPY2",0,0,0,0,0,0,0,0,0,0
"ENSG00000197038",0,0,0,0,0,0,0,0,0,0
"ENSG00000275310",0,0,0,0,0,0,0,0,0,0
"TTTY20",0,0,0,0,0,0,0,0,0,0
"ENSG00000225560",0,0,0,0,0,0,0,0,0,0
"TSPY8",0,0,0,0,0,0,0,0,0,0
"FAM197Y7",0,0,0,0,0,0,0,0,0,0
"ENSG00000286120",0,0,0,0,0,0,0,0,0,0
"TSPY7P",0,0,0,0,0,0,0,0,0,0
"FAM197Y6",0,0,0,0,0,0,0,0,0,0
"ENSG00000286173",0,0,0,0,0,0,0,0,0,0
"TSPY3.1",0,0,0,0,0,0,0,0,0,0
"AGKP1",0,0,0,0,0,0,0,0,0,0
"NLGN4Y-AS1",0,0,0,0,0,0,0,0,0,0
"RBMY1E",0,0,0,0,0,0,7,2,0,2
"NLGN4Y",0,0,0,0,0,0,0,0,0,0
"LINC00278",0,0,0,0,0,0,0,0,0,42
"ENSG00000229343",0,0,0,0,0,0,0,0,0,0
"ELOCP17",0,0,0,0,0,0,0,0,0,0
"ENSG00000235511",0,0,0,0,0,0,0,0,0,0
"ENSG00000232914",0,0,0,0,0,0,0,0,0,0
"RAB9AP3",0,0,0,0,0,0,0,0,0,0
"USP9YP20",0,0,0,0,0,0,0,0,0,0
"RNU1-40P",0,0,0,0,0,0,0,0,0,0
"USP9YP21",0,0,0,0,0,0,0,0,0,0
"ENSG00000237546",0,0,0,0,0,0,0,0,0,0
"ENSG00000172283",0,0,0,0,0,0,0,0,0,0
"ELOCP11",0,0,0,0,0,0,0,0,0,0
"CDY23P",0,0,0,0,0,0,0,0,0,0
"USP9YP26",0,0,0,0,0,0,0,0,0,0
"HSFY8P",0,0,0,0,0,0,0,0,0,0
"ENSG00000234888",0,0,0,0,0,0,0,0,0,0
"ENSG00000215507",0,0,0,0,0,0,0,0,0,0
"ENSG00000235014",0,0,0,0,0,0,0,0,0,0
